feasible,instance,model,seed,SRTimeOut,SRTime,solverMemOut,solverTimeOut,solverTime,solverNodeOut,nNodes,sat,cmd,md5checksum,type,configurationId,configurationSeed,iteration,runId
1,inst-67-233659786,model,0,0,5.352,0,0,15.6745,0,750861,yes,../wrapper.py 67 1 233659786 tuning -k_middle 13 -k_delta 16 -l_middle 26 -l_delta 4 -n_middle 38 -n_delta 4,0e85c1bad3e107eef0eb1856b8738f18,sat + graded,67,233659786,2,67
1,inst-67-233659786,model,1,0,4.256,0,0,117.065,0,5387715,yes,../wrapper.py 67 1 233659786 tuning -k_middle 13 -k_delta 16 -l_middle 26 -l_delta 4 -n_middle 38 -n_delta 4,0e85c1bad3e107eef0eb1856b8738f18,sat + graded,67,233659786,2,67
1,inst-67-233659786,model,2,0,5.001,0,0,1.78129,0,75535,yes,../wrapper.py 67 1 233659786 tuning -k_middle 13 -k_delta 16 -l_middle 26 -l_delta 4 -n_middle 38 -n_delta 4,0e85c1bad3e107eef0eb1856b8738f18,sat + too easy,67,233659786,2,67
1,inst-71-1041507409,model,0,0,5.798,0,0,10.0008,0,327992,yes,../wrapper.py 71 1 1041507409 tuning -k_middle 14 -k_delta 7 -l_middle 33 -l_delta 1 -n_middle 42 -n_delta 7,e12de049addbdea870f2c3d7d4565ddb,sat + graded,71,1041507409,2,71
1,inst-71-1041507409,model,1,0,6.025,0,0,1.25632,0,38167,yes,../wrapper.py 71 1 1041507409 tuning -k_middle 14 -k_delta 7 -l_middle 33 -l_delta 1 -n_middle 42 -n_delta 7,e12de049addbdea870f2c3d7d4565ddb,sat + too easy,71,1041507409,2,71
1,inst-72-1041507409,model,0,0,8.539,0,0,11.9309,0,99266,yes,../wrapper.py 72 1 1041507409 tuning -k_middle 1 -k_delta 19 -l_middle 2 -l_delta 5 -n_middle 50 -n_delta 10,53b0da382b7d3d7fcfd2efd4d924b6b1,sat + graded,72,1041507409,2,72
1,inst-72-1041507409,model,1,0,7.79,0,0,1.99269,0,14118,yes,../wrapper.py 72 1 1041507409 tuning -k_middle 1 -k_delta 19 -l_middle 2 -l_delta 5 -n_middle 50 -n_delta 10,53b0da382b7d3d7fcfd2efd4d924b6b1,sat + too easy,72,1041507409,2,72
1,inst-73-800725159,model,0,0,7.274,0,0,13.8993,0,325342,yes,../wrapper.py 73 1 800725159 tuning -k_middle 21 -k_delta 5 -l_middle 18 -l_delta 15 -n_middle 31 -n_delta 6,492e8f91aa57dcfb21f9661b44602159,sat + graded,73,800725159,3,73
1,inst-73-800725159,model,1,0,6.766,0,0,26.6521,0,558030,yes,../wrapper.py 73 1 800725159 tuning -k_middle 21 -k_delta 5 -l_middle 18 -l_delta 15 -n_middle 31 -n_delta 6,492e8f91aa57dcfb21f9661b44602159,sat + graded,73,800725159,3,73
1,inst-73-800725159,model,2,0,6.825,0,0,27.0744,0,619218,yes,../wrapper.py 73 1 800725159 tuning -k_middle 21 -k_delta 5 -l_middle 18 -l_delta 15 -n_middle 31 -n_delta 6,492e8f91aa57dcfb21f9661b44602159,sat + graded,73,800725159,3,73
1,inst-73-800725159,model,3,0,5.8,0,1,NA,NA,NA,NA,../wrapper.py 73 1 800725159 tuning -k_middle 21 -k_delta 5 -l_middle 18 -l_delta 15 -n_middle 31 -n_delta 6,492e8f91aa57dcfb21f9661b44602159,solver timeout,73,800725159,3,73
1,inst-73-531989323,model,0,0,4.453,0,0,117.939,0,6379056,yes,../wrapper.py 73 1 531989323 tuning -k_middle 21 -k_delta 5 -l_middle 18 -l_delta 15 -n_middle 31 -n_delta 6,652d997a367b3447151822b646b31177,sat + graded,73,531989323,3,73
